Player,Position,Team,Opponent,Minutes,Points,Assists,Rebounds,Three Pointers Made,Turnovers,Steals,Blocks,PRA,Scenario,PlayerID
Kelel Ware,C,MIA,MEM,17.5,8.2,0.9,6.3,0.62,0.8,0.49,0.86,15.4,Default,20003207
Cole Anthony,PG,MIL,TOR,17.5,8.1,2.7,2.8,1.01,1.25,0.67,0.37,13.6,Default,20002540
Ryan Rollins,PG,MIL,TOR,29.5,11.3,3.9,3.9,1.45,1.64,1.72,0.75,19.1,Default,20002917
AJ Green,SG,MIL,TOR,28.0,9.3,2.0,2.8,2.46,0.68,0.72,0.13,14.0,Default,20002945
Gary Trent Jr.,SG,MIL,TOR,28.0,12.6,1.5,2.6,2.59,0.64,1.29,0.16,16.7,Default,20002027
Taurean Prince,SF,MIL,TOR,19.0,5.1,1.4,2.1,1.05,0.76,0.72,0.24,8.7,Default,20001680
Amir Coffey,SF,MIL,TOR,11.0,4.0,0.6,1.0,0.56,0.29,0.29,0.08,5.6,Default,20002386
Kyle Kuzma,PF,MIL,TOR,22.0,10.4,1.9,4.1,1.1,1.47,0.44,0.35,16.4,Default,20001858
Giannis Antetokounmpo,PF,MIL,TOR,34.5,30.7,7.8,11.5,0.35,3.24,1.07,1.06,50.0,Default,20000497
Bobby Portis,PF,MIL,TOR,20.0,10.3,1.7,6.5,0.96,0.97,0.58,0.41,18.5,Default,20001420
Myles Turner,C,MIL,TOR,29.5,14.7,1.7,6.6,2.02,1.27,0.75,2.17,23.0,Default,20001424
Jericho Sims,PF,MIL,TOR,1.0,0.1,0.1,0.3,0.0,0.04,0.02,0.04,0.5,Default,20002691
Mike Conley,PG,MIN,LAL,17.0,5.7,3.3,1.7,1.31,0.67,0.69,0.12,10.8,Default,20000635
Donte DiVincenzo,SG,MIN,LAL,25.0,11.1,3.7,3.5,2.68,1.19,1.07,0.25,18.3,Default,20001987
Rob Dillingham,PG,MIN,LAL,1.0,0.4,0.2,0.1,0.04,0.09,0.04,0.01,0.7,Default,20003193
Bones Hyland,PG,MIN,LAL,4.0,1.9,0.7,0.4,0.38,0.29,0.18,0.04,3.0,Default,20002701
Anthony Edwards,SG,MIN,LAL,37.0,27.5,5.5,5.7,4.0,2.94,1.29,0.51,38.7,Default,20002523
Terrence Shannon Jr.,SG,MIN,LAL,22.0,8.8,2.0,3.0,0.72,0.93,0.62,0.22,13.8,Default,20003230
Jaden McDaniels,SF,MIN,LAL,31.0,12.0,2.2,4.7,1.18,1.03,1.21,0.73,18.9,Default,20002553
Jaylen Clark,SG,MIN,LAL,13.5,3.6,0.8,1.5,0.51,0.35,0.71,0.13,6.0,Default,20003086
Julius Randle,PF,MIN,LAL,34.5,19.2,4.7,7.1,1.75,2.58,0.7,0.27,31.0,Default,20000710
Naz Reid,C,MIN,LAL,24.0,12.1,1.7,5.2,1.77,1.13,0.74,0.73,19.0,Default,20002336
Rudy Gobert,C,MIN,LAL,31.0,11.0,1.7,10.4,0.0,1.22,0.67,1.18,23.1,Default,20000840
Jordan Poole,SG,NOP,SAS,31.0,17.3,4.2,3.1,3.1,2.31,1.14,0.32,24.6,Default (Missi OUT & Karlo IN),20002300
Jeremiah Fears,PG,NOP,SAS,17.0,7.9,2.7,2.2,0.61,1.35,0.72,0.07,12.8,Default (Missi OUT & Karlo IN),20003448
Jose Alvarado,PG,NOP,SAS,3.5,1.3,0.7,0.4,0.24,0.16,0.2,0.03,2.4,Default (Missi OUT & Karlo IN),20002732
Jordan Hawkins,SG,NOP,SAS,16.0,6.5,1.0,1.9,1.29,0.65,0.4,0.19,9.5,Default (Missi OUT & Karlo IN),20003041
Herbert Jones,SF,NOP,SAS,34.5,10.7,3.2,4.3,1.3,1.15,1.84,0.74,18.2,Default (Missi OUT & Karlo IN),20002699
Trey Murphy III,SG,NOP,SAS,33.0,18.5,3.6,4.9,2.93,1.34,0.98,0.62,27.0,Default (Missi OUT & Karlo IN),20002700
Saddiq Bey,PF,NOP,SAS,27.0,11.0,1.9,4.9,1.61,0.63,0.66,0.18,17.8,Default (Missi OUT & Karlo IN),20002544
Zion Williamson,PF,NOP,SAS,32.0,25.7,6.2,7.2,0.19,2.84,1.15,0.83,39.0,Default (Missi OUT & Karlo IN),20002271
Derik Queen,C,NOP,SAS,18.5,6.8,1.4,5.6,0.28,1.27,0.6,0.52,13.8,Default (Missi OUT & Karlo IN),20003453
Yves Missi,C,NOP,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default (Missi OUT & Karlo IN),20003206
Karlo Matkovic,C,NOP,SAS,7.0,2.6,0.5,1.8,0.2,0.29,0.19,0.3,4.9,Default (Missi OUT & Karlo IN),20002931
Hunter Dickinson,C,NOP,SAS,1.0,0.4,0.1,0.3,0.02,0.06,0.02,0.03,0.8,Default (Missi OUT & Karlo IN),20003515
DeAndre Jordan,,NOP,SAS,19.5,5.8,1.7,7.7,0.01,0.94,0.42,0.67,15.2,Default (Missi OUT & Karlo IN),20000663
Jalen Brunson,PG,NYK,BOS,34.0,25.0,6.6,3.2,2.34,2.07,0.88,0.11,34.8,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20002032
Miles McBride,PG,NYK,BOS,21.0,7.4,2.4,2.1,1.44,0.48,0.79,0.2,11.9,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20002692
Tyler Kolek,PG,NYK,BOS,7.5,2.2,1.6,0.8,0.35,0.34,0.23,0.07,4.6,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20003210
Jordan Clarkson,SG,NYK,BOS,13.5,7.7,1.8,1.6,0.99,0.89,0.28,0.07,11.1,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20000708
Landry Shamet,SG,NYK,BOS,9.5,3.3,0.5,0.8,0.7,0.25,0.23,0.06,4.7,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20002019
Mikal Bridges,SF,NYK,BOS,33.0,15.7,3.8,3.4,1.98,1.19,0.99,0.47,22.8,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20001998
Pacome Dadiet,SF,NYK,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20003235
OG Anunoby,PF,NYK,BOS,34.0,17.6,2.0,4.8,2.57,1.09,1.32,0.72,24.4,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20001838
Josh Hart,SG,NYK,BOS,27.5,10.1,4.4,7.1,0.9,1.13,0.82,0.29,21.6,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20001853
Guerschon Yabusele,PF,NYK,BOS,12.0,4.4,0.9,2.6,0.66,0.45,0.33,0.13,7.9,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20001717
Karl-Anthony Towns,PF,NYK,BOS,32.0,20.3,2.9,10.8,1.94,1.84,0.54,0.51,34.0,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20001431
Ariel Hukporti,C,NYK,BOS,16.0,3.5,0.8,4.1,0.01,1.09,0.29,0.65,8.3,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20003257
Trey Jemison,C,NYK,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default (Towns & Hart IN (Hukporti & Hart Hedged Starting)),20003172
Jalen Suggs,SG,ORL,ATL,19.0,10.1,2.3,2.7,1.44,1.3,1.06,0.41,15.1,Default,20002670
Tyus Jones,PG,ORL,ATL,21.0,7.8,4.0,1.8,1.69,0.71,0.73,0.1,13.5,Default,20001430
Anthony Black,PG,ORL,ATL,21.5,7.9,2.2,2.5,0.8,1.27,0.93,0.49,12.6,Default,20003038
Desmond Bane,SG,ORL,ATL,32.0,19.1,4.5,4.9,2.61,2.11,1.16,0.36,28.5,Default,20002555
Jase Richardson,SG,ORL,ATL,2.0,0.7,0.1,0.2,0.07,0.06,0.06,0.02,1.0,Default,20003456
Franz Wagner,SF,ORL,ATL,34.0,23.7,4.5,5.2,1.94,2.38,1.18,0.33,33.4,Default,20002654
Jett Howard,SF,ORL,ATL,1.5,0.6,0.1,0.2,0.14,0.06,0.04,0.02,0.9,Default,20003047
Tristan Da Silva,PF,ORL,ATL,18.0,6.3,1.3,2.7,1.01,0.61,0.47,0.21,10.3,Default,20003200
Paolo Banchero,PF,ORL,ATL,34.0,25.1,4.8,7.0,1.91,3.04,0.96,0.54,36.8,Default,20002863
Jonathan Isaac,PF,ORL,ATL,10.0,3.5,0.4,2.6,0.41,0.29,0.58,0.63,6.5,Default,20001830
Wendell Carter Jr.,C,ORL,ATL,29.0,10.1,2.0,7.4,0.83,1.33,0.76,0.61,19.6,Default,20001996
Goga Bitadze,C,ORL,ATL,18.0,5.7,1.6,5.2,0.1,0.86,0.66,1.16,12.6,Default,20002282
Collin Gillespie,PG,PHX,LAC,21.0,8.5,3.6,2.7,1.47,0.98,0.83,0.15,14.7,Default,20002937
Jordan Goodwin,SG,PHX,LAC,5.0,1.5,0.5,0.9,0.21,0.23,0.26,0.09,3.0,Default,20002736
Devin Booker,SG,PHX,LAC,35.0,26.0,7.0,3.9,2.38,3.02,1.02,0.19,36.8,Default,20001460
Grayson Allen,SG,PHX,LAC,32.0,13.1,3.3,3.7,2.76,1.36,1.1,0.35,20.0,Default,20001986
Ryan Dunn,PF,PHX,LAC,26.0,9.1,1.1,4.4,1.44,0.89,0.84,0.52,14.6,Default,20003231
Dillon Brooks,SF,PHX,LAC,31.0,14.9,1.8,3.4,2.21,1.22,0.89,0.19,20.2,Default,20001873
Royce ONeale,SF,PHX,LAC,26.0,9.0,2.4,4.7,2.53,0.88,0.89,0.35,16.1,Default,20001913
Rasheer Fleming,PF,PHX,LAC,4.0,1.5,0.2,0.8,0.22,0.21,0.14,0.15,2.5,Default,20003465
Nigel Hayes,PF,PHX,LAC,12.0,4.6,1.0,2.7,0.33,0.78,0.38,0.13,8.3,Default,20001888
Mark Williams,C,PHX,LAC,25.0,12.6,2.3,8.9,0.01,1.4,0.71,1.13,23.8,Default,20002884
Oso Ighodaro,C,PHX,LAC,20.0,4.8,1.5,3.9,0.02,0.75,0.6,0.43,10.2,Default,20003241
Nick Richards,C,PHX,LAC,3.0,1.2,0.1,1.0,0.0,0.16,0.05,0.11,2.4,Default,20002567
Jrue Holiday,PG,POR,GSW,31.5,14.0,5.2,4.0,2.09,1.5,1.08,0.57,23.2,Default,20000474
Blake Wesley,PG,POR,GSW,15.0,5.2,2.2,1.5,0.51,1.13,0.58,0.14,8.9,Default,20002886
Shaedon Sharpe,SG,POR,GSW,31.0,20.9,2.8,4.2,2.65,2.31,0.82,0.32,27.9,Default,20002874
Sidy Cissoko,SF,POR,GSW,2.0,0.7,0.1,0.3,0.07,0.09,0.05,0.02,1.1,Default,20003062
Toumani Camara,PF,POR,GSW,33.0,11.8,2.5,5.5,1.77,1.6,1.42,0.63,19.8,Default,20003085
Matisse Thybulle,SF,POR,GSW,16.0,5.2,1.3,1.8,0.9,0.52,1.16,0.44,8.2,Default,20002288
Deni Avdija,SF,POR,GSW,32.0,20.5,4.9,7.5,2.01,3.34,0.99,0.43,32.9,Default,20002534
Kris Murray,SG,POR,GSW,18.0,5.6,1.2,2.9,0.69,0.79,0.62,0.28,9.7,Default,20003054
Jerami Grant,PF,POR,GSW,26.5,16.1,1.7,3.3,2.18,1.3,0.66,0.62,21.1,Default,20000727
Donovan Clingan,C,POR,GSW,27.0,10.0,1.9,10.5,0.37,1.52,0.73,2.2,22.3,Default,20003190
Yang Hansen,C,POR,GSW,8.0,2.9,0.7,2.3,0.2,0.75,0.16,0.35,5.9,Default,20003478
Dennis Schroder,PG,SAC,UTA,28.5,12.7,5.1,2.7,1.59,1.47,1.01,0.24,20.5,Default,20000606
Russell Westbrook,PG,SAC,UTA,18.5,8.9,3.4,3.3,0.81,1.59,1.02,0.41,15.5,Default,20000877
Devin Carter,PG,SAC,UTA,1.0,0.3,0.1,0.2,0.04,0.04,0.06,0.02,0.6,Default,20003196
Malik Monk,SG,SAC,UTA,27.0,14.9,4.4,3.2,2.04,1.72,0.9,0.58,22.5,Default,20001833
Keon Ellis,SG,SAC,UTA,18.0,5.9,1.2,2.1,1.28,0.45,1.32,0.59,9.2,Default,20002905
Zach Lavine,SG,SAC,UTA,35.0,21.4,3.6,4.3,3.0,2.08,0.95,0.29,29.3,Default,20000804
DeMar DeRozan,PF,SAC,UTA,36.0,22.1,4.8,4.1,1.13,1.34,1.07,0.58,31.0,Default,20000456
Dylan Cardwell,C,SAC,UTA,6.5,2.0,0.2,1.2,0.16,0.18,0.23,0.4,3.5,Default,20003520
Maxime Raynaud,C,SAC,UTA,6.5,2.9,0.4,1.5,0.63,0.23,0.16,0.19,4.9,Default,20003481
Domantas Sabonis,C,SAC,UTA,32.0,17.2,4.7,13.0,0.82,2.25,0.85,0.46,34.9,Default,20001683
Drew Eubanks,C,SAC,UTA,15.0,5.8,0.9,4.4,0.05,0.59,0.39,0.89,11.1,Default,20002045
Dario Saric,C,SAC,UTA,2.0,0.7,0.2,0.5,0.1,0.08,0.05,0.02,1.3,Default,20001597
Isaac Jones,PF,SAC,UTA,14.0,5.3,0.5,2.9,0.13,0.45,0.35,0.39,8.6,Default,20003267
Dylan Harper,SG,SAS,NOP,24.0,11.7,3.5,3.0,1.12,1.84,1.11,0.31,18.2,Default,20003445
Jordan McLaughlin,PG,SAS,NOP,9.0,2.3,1.8,0.9,0.44,0.36,0.58,0.08,5.1,Default,20002127
Stephon Castle,SG,SAS,NOP,32.0,17.5,6.7,4.2,1.55,2.32,1.29,0.26,28.4,Default,20003192
Devin Vassell,SG,SAS,NOP,32.0,15.9,3.3,4.0,2.46,1.16,1.34,0.38,23.2,Default,20002536
Julian Champagnie,SF,SAS,NOP,26.5,10.2,2.0,3.8,2.31,0.84,0.95,0.47,16.0,Default,20002899
Keldon Johnson,SF,SAS,NOP,26.0,12.9,2.5,4.6,1.26,1.08,0.74,0.25,20.0,Default,20002309
Carter Bryant,SF,SAS,NOP,11.0,3.6,0.7,2.4,0.59,0.51,0.48,0.48,6.7,Default,20003459
Harrison Barnes,SF,SAS,NOP,28.0,11.6,2.1,3.6,1.82,0.69,0.6,0.16,17.3,Default,20000483
Victor Wembanyama,C,SAS,NOP,33.5,27.5,4.4,11.8,2.21,2.57,1.35,3.71,43.6,Default,20003031
Luke Kornet,C,SAS,NOP,18.0,5.8,1.8,4.9,0.01,0.44,0.46,1.02,12.6,Default,20001889
Immanuel Quickley,PG,TOR,MIL,31.0,17.9,5.6,4.1,2.72,1.51,0.84,0.17,27.6,Default,20002550
Jamal Shead,PG,TOR,MIL,17.0,6.0,3.5,1.5,0.86,1.05,0.69,0.13,10.9,Default,20003246
RJ Barrett,SF,TOR,MIL,32.0,18.7,4.1,6.1,1.61,1.91,0.66,0.26,28.8,Default,20002272
Gradey Dick,SG,TOR,MIL,21.0,8.7,1.4,2.5,1.41,0.8,0.59,0.09,12.7,Default,20003039
JaKobe Walter,SG,TOR,MIL,5.0,2.0,0.4,0.8,0.31,0.2,0.17,0.04,3.1,Default,20003197
Brandon Ingram,SF,TOR,MIL,31.5,19.6,4.7,5.3,1.69,2.25,0.72,0.51,29.6,Default,20001671
Ochai Agbaji,SF,TOR,MIL,18.0,6.1,1.0,2.6,0.95,0.54,0.5,0.24,9.7,Default,20002861
Scottie Barnes,SF,TOR,MIL,33.5,18.7,5.0,7.7,1.37,2.3,1.31,0.96,31.4,Default,20002662
Jamison Battle,SF,TOR,MIL,3.0,1.0,0.2,0.5,0.26,0.08,0.06,0.03,1.7,Default,20003285
Jakob Poeltl,C,TOR,MIL,27.0,11.1,2.2,8.4,0.01,1.39,0.92,0.99,21.8,Default,20001687
Sandro Mamukelashvili,C,TOR,MIL,15.0,6.5,1.1,4.2,1.0,0.5,0.39,0.33,11.7,Default,20002708
Jonathan Mogbo,PF,TOR,MIL,6.0,1.7,0.5,1.3,0.09,0.27,0.23,0.13,3.6,Default,20003237
Keyonte George,PG,UTA,SAC,31.5,16.8,6.4,3.2,2.71,2.66,0.65,0.14,26.3,Default (Svi & Ace Hedged Starting),20003044
Walter Clayton Jr.,PG,UTA,SAC,16.5,8.2,2.6,1.9,1.23,1.44,0.63,0.09,12.7,Default (Svi & Ace Hedged Starting),20003464
Svi Mykhailiuk,SG,UTA,SAC,18.5,7.7,2.3,1.8,1.64,0.93,0.51,0.13,11.8,Default (Svi & Ace Hedged Starting),20002035
Ace Bailey,SF,UTA,SAC,22.5,10.5,1.2,4.1,1.13,1.58,0.67,0.65,15.7,Default (Svi & Ace Hedged Starting),20003446
Brice Sensabaugh,SF,UTA,SAC,22.0,12.0,2.2,2.9,2.53,1.27,0.64,0.15,17.0,Default (Svi & Ace Hedged Starting),20003050
Cody Williams,SF,UTA,SAC,4.0,1.0,0.3,0.4,0.18,0.16,0.1,0.05,1.7,Default (Svi & Ace Hedged Starting),20003195
Taylor Hendricks,PF,UTA,SAC,19.0,6.3,1.0,3.3,1.29,0.57,0.63,0.47,10.5,Default (Svi & Ace Hedged Starting),20003040
Lauri Markkanen,SF,UTA,SAC,34.0,22.1,1.9,5.9,3.57,1.39,0.73,0.38,29.9,Default (Svi & Ace Hedged Starting),20001831
Kyle Anderson,PF,UTA,SAC,1.0,0.4,0.2,0.2,0.02,0.04,0.05,0.02,0.7,Default (Svi & Ace Hedged Starting),20000659
Kyle Filipowski,C,UTA,SAC,24.0,11.3,2.4,5.9,1.43,1.45,0.71,0.29,19.6,Default (Svi & Ace Hedged Starting),20003203
Walker Kessler,C,UTA,SAC,30.0,11.0,2.3,10.3,0.18,1.34,0.71,2.2,23.6,Default (Svi & Ace Hedged Starting),20002889
Jusuf Nurkic,C,UTA,SAC,17.0,7.3,2.7,5.4,0.43,1.37,0.65,0.52,15.4,Default (Svi & Ace Hedged Starting),20000827
Bub Carrington,PG,WAS,DAL,29.0,9.8,4.5,4.8,1.77,1.39,0.75,0.22,19.1,Default,20003205
Tre Johnson,SG,WAS,DAL,24.0,10.9,2.3,3.1,1.8,1.7,0.71,0.18,16.3,Default,20003449
CJ McCollum,PG,WAS,DAL,29.0,17.2,4.0,3.8,2.44,1.66,0.88,0.34,24.9,Default,20000620
AJ Johnson,SG,WAS,DAL,3.0,1.1,0.3,0.4,0.13,0.16,0.08,0.02,1.8,Default,20003234
Corey Kispert,SG,WAS,DAL,19.0,8.3,1.4,2.1,1.42,0.69,0.34,0.15,11.8,Default,20002651
Khris Middleton,SF,WAS,DAL,28.0,14.0,4.5,4.9,1.47,1.81,0.97,0.21,23.4,Default,20000500
Will Riley,SF,WAS,DAL,3.0,1.2,0.3,0.6,0.1,0.14,0.04,0.04,2.0,Default,20003457
Cam Whitmore,SF,WAS,DAL,20.0,11.4,1.3,4.0,1.5,0.85,0.68,0.33,16.7,Default,20003037
Justin Champagnie,SF,WAS,DAL,9.5,3.1,0.5,2.6,0.4,0.34,0.42,0.24,6.3,Default,20002728
Kyshawn George,SF,WAS,DAL,31.0,10.8,3.1,5.4,2.11,1.43,1.11,0.77,19.4,Default,20003202
Anthony Gill,C,WAS,DAL,1.0,0.3,0.1,0.2,0.03,0.03,0.02,0.01,0.6,Default,20002615
Alexandre Sarr,C,WAS,DAL,27.0,13.9,2.4,6.7,1.56,1.85,0.71,1.24,23.0,Default,20003215
Marvin Bagley,C,WAS,DAL,15.5,6.7,0.8,4.8,0.31,0.62,0.34,0.48,12.3,Default,20001995
Tristan Vukcevic,C,WAS,DAL,1.0,0.5,0.1,0.3,0.06,0.07,0.02,0.03,0.9,Default,20003078
Trae Young,PG,ATL,OKC,35.5,22.5,9.4,3.0,2.81,4.55,1.09,0.18,34.9,Default,20001989
Keaton Wallace,PG,ATL,OKC,10.5,3.8,1.3,1.0,0.68,0.74,0.5,0.23,6.0,Default,20002757
Vit Krejci,SG,ATL,OKC,10.5,3.2,1.0,1.5,0.7,0.47,0.29,0.2,5.6,Default,20002562
Dyson Daniels,SG,ATL,OKC,31.0,12.1,3.9,5.6,0.98,1.94,2.28,0.65,21.6,Default,20002878
Nickeil Alexander-Walker,SG,ATL,OKC,29.5,12.9,2.9,3.6,2.37,1.84,0.72,0.58,19.3,Default,20002285
Caleb Houstan,SF,ATL,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002908
Luke Kennard,SG,ATL,OKC,22.5,7.9,2.0,2.5,1.57,1.18,0.58,0.11,12.5,Default,20001840
Jacob Toppin,PF,ATL,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003107
Jalen Johnson,PF,ATL,OKC,35.0,18.1,4.4,9.0,1.39,2.52,1.22,0.85,31.5,Default,20002657
Mouhamed Gueye,PF,ATL,OKC,10.5,4.3,0.5,2.7,0.61,0.41,0.44,0.52,7.5,Default,20003015
Asa Newell,PF,ATL,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003460
Eli John Ndiaye,PF,ATL,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003514
Kristaps Porzingis,C,ATL,OKC,27.5,17.9,1.8,6.7,2.02,1.7,0.7,1.51,26.5,Default,20001406
Onyeka Okongwu,C,ATL,OKC,26.5,12.3,1.8,8.1,0.6,1.31,0.71,0.9,22.2,Default,20002531
NFaly Dante,C,ATL,OKC,1.0,0.4,0.0,0.2,0.0,0.05,0.03,0.04,0.6,Default,20003261
LaMelo Ball,PG,CHA,PHI,33.5,22.1,7.9,5.1,3.73,3.57,1.22,0.27,35.2,Default,20002528
Tre Mann,PG,CHA,PHI,20.0,8.6,3.1,2.3,1.32,1.27,0.61,0.13,14.0,Default,20002676
Collin Sexton,PG,CHA,PHI,20.0,12.3,3.2,1.9,1.12,1.62,0.56,0.1,17.4,Default,20001997
Kon Knueppel,SF,CHA,PHI,24.5,9.8,2.0,3.9,1.95,1.22,0.65,0.07,15.6,Default,20003451
Brandon Miller,SF,CHA,PHI,33.5,19.6,3.4,4.3,3.13,2.01,0.87,0.56,27.3,Default,20003032
Sion James,SG,CHA,PHI,10.5,2.3,1.1,1.6,0.35,0.45,0.34,0.14,5.0,Default,20003483
Liam McNeeley,SF,CHA,PHI,4.5,1.7,0.3,0.8,0.26,0.24,0.07,0.04,2.9,Default,20003461
Miles Bridges,PF,CHA,PHI,31.5,18.8,3.8,7.1,2.33,1.54,0.68,0.56,29.7,Default,20002003
Tidjane Salaun,SF,CHA,PHI,15.0,4.6,0.9,3.5,0.74,0.64,0.35,0.2,9.0,Default,20003222
Ryan Kalkbrenner,C,CHA,PHI,25.5,8.6,1.1,7.2,0.05,1.45,0.43,2.15,16.9,Default,20003468
Moussa Diabate,C,CHA,PHI,20.5,7.6,0.9,7.2,0.03,0.98,0.74,0.77,15.8,Default,20002903
Mason Plumlee,C,CHA,PHI,1.0,0.3,0.1,0.3,0.0,0.06,0.02,0.03,0.7,Default,20000594
Josh Giddey,SG,CHI,ORL,33.0,18.9,7.5,8.3,1.54,3.86,1.18,0.55,34.7,Default,20002665
Tre Jones,PG,CHI,ORL,28.0,10.9,5.3,3.3,0.45,1.61,1.07,0.18,19.5,Default,20002566
Ayo Dosunmu,PG,CHI,ORL,26.0,12.0,3.2,2.6,1.32,1.46,0.74,0.32,17.8,Default,20002674
Isaac Okoro,SF,CHI,ORL,23.0,7.4,1.4,2.6,1.12,1.07,0.81,0.39,11.5,Default,20002530
Kevin Huerter,SG,CHI,ORL,26.0,11.6,2.2,3.1,2.22,1.08,0.83,0.28,16.9,Default,20001993
Matas Buzelis,SF,CHI,ORL,32.5,17.2,1.7,5.6,2.12,2.03,0.82,1.56,24.6,Default,20003217
Dalen Terry,SF,CHI,ORL,6.5,2.2,0.6,0.8,0.25,0.34,0.27,0.1,3.7,Default,20002897
Patrick Williams,SF,CHI,ORL,18.0,6.6,1.1,2.5,1.09,1.06,0.54,0.39,10.2,Default,20002529
Nikola Vucevic,C,CHI,ORL,32.0,18.8,3.2,9.9,1.59,1.94,0.76,0.7,31.9,Default,20000678
Jalen Smith,C,CHI,ORL,15.0,7.7,0.9,4.9,1.05,0.77,0.29,0.6,13.6,Default,20002535
Jamal Murray,PG,DEN,PHX,34.0,20.6,5.8,3.9,2.55,1.7,1.32,0.45,30.3,Default,20001666
Jalen Pickett,PG,DEN,PHX,1.0,0.3,0.2,0.1,0.06,0.03,0.03,0.01,0.6,Default,20003073
Bruce Brown,SF,DEN,PHX,19.0,6.3,2.0,2.7,0.56,0.78,0.64,0.21,11.1,Default,20002040
Christian Braun,SG,DEN,PHX,33.5,13.6,2.8,5.1,1.19,0.95,1.06,0.41,21.5,Default,20002868
Julian Strawther,SG,DEN,PHX,3.0,1.2,0.2,0.3,0.22,0.1,0.09,0.03,1.7,Default,20003071
Cameron Johnson,SF,DEN,PHX,29.0,14.1,2.6,4.0,2.68,1.36,0.93,0.29,20.8,Default,20002289
Tim Hardaway Jr.,SG,DEN,PHX,19.0,8.3,1.3,1.7,1.81,0.51,0.41,0.08,11.4,Default,20000788
Spencer Jones,SG,DEN,PHX,5.5,1.8,0.3,0.8,0.27,0.18,0.18,0.11,2.9,Default,20003396
Aaron Gordon,PF,DEN,PHX,31.0,16.6,3.5,6.0,1.68,1.18,0.7,0.5,26.2,Default,20000681
Peyton Watson,SF,DEN,PHX,15.0,5.2,0.9,2.2,0.51,0.47,0.5,0.63,8.3,Default,20002920
Hunter Tyson,PF,DEN,PHX,1.0,0.4,0.1,0.2,0.09,0.03,0.03,0.01,0.6,Default,20003075
Nikola Jokic,C,DEN,PHX,34.0,27.0,9.2,11.7,1.72,2.69,1.49,0.61,47.9,Default,20001441
Jonas Valanciunas,C,DEN,PHX,12.5,6.9,1.4,5.0,0.12,0.77,0.23,0.32,13.3,Default,20000455
DaRon Holmes II,PF,DEN,PHX,1.0,0.5,0.1,0.2,0.07,0.03,0.03,0.02,0.7,Default,20003229
Zeke Nnaji,C,DEN,PHX,1.5,0.5,0.1,0.3,0.04,0.04,0.05,0.07,0.8,Default,20002547
RayJ Dennis,PG,IND,MEM,2.5,1.0,0.3,0.4,0.17,0.14,0.11,0.04,1.7,Default,20003293
Taelon Peter,SG,IND,MEM,16.0,4.8,2.1,2.3,1.26,0.94,0.47,0.12,9.2,Default,20003498
Bennedict Mathurin,SF,IND,MEM,34.0,22.2,3.4,6.2,1.87,2.35,0.92,0.35,31.9,Default,20002879
Ben Sheppard,SG,IND,MEM,29.5,10.3,3.3,4.2,1.98,0.7,1.09,0.3,17.8,Default,20003070
Aaron Nesmith,SF,IND,MEM,31.5,13.7,2.4,4.8,2.19,1.18,1.04,0.56,20.9,Default,20002539
Johnny Furphy,SF,IND,MEM,8.0,2.2,0.5,1.4,0.35,0.29,0.31,0.23,4.1,Default,20003201
Pascal Siakam,PF,IND,MEM,34.0,23.0,5.1,7.4,1.62,2.03,0.94,0.56,35.5,Default,20001710
Obi Toppin,PF,IND,MEM,26.0,14.7,2.7,5.0,2.25,1.28,0.7,0.47,22.4,Default,20002533
Jarace Walker,PF,IND,MEM,21.0,9.5,3.5,4.0,1.6,1.69,0.88,0.45,17.0,Default,20003035
Isaiah Jackson,C,IND,MEM,17.5,7.7,1.4,5.1,0.04,0.88,0.66,1.39,14.2,Default,20002673
Jay Huff,C,IND,MEM,14.0,7.0,1.1,2.6,1.43,0.63,0.34,0.89,10.7,Default,20002735
Tony Bradley,C,IND,MEM,6.0,2.4,0.4,1.7,0.04,0.31,0.14,0.27,4.5,Default,20001857
Ja Morant,PG,MEM,IND,30.0,24.9,8.0,4.1,1.71,3.33,0.99,0.25,37.1,Default,20002266
Javon Small,PG,MEM,IND,18.0,7.3,3.8,1.8,0.97,1.85,0.5,0.15,13.0,Default,20003493
